Date,Rating,Title,Review
"February 13, 2021",1,I ordered an item,"I ordered an item, later on realized it won’t arrive on time that was 2-3 hours after I ordered it! I couldn’t do anything so I contacted Asos, guess what they said after 1 hour that you have ordered there is nothing we can do! That is some bu***** ! Last time ordering here!!!$"
"February 13, 2021",1,"Unrealistic delivery options, paying for a best guess delivery time",Delivery options indicate a higher level of service than can be provided. Next day is only estimated however this is not intimated anywhere when purchasing. Needs better regulation and customer expectation management when spending their money so the service being provided and paid for to have delivery expedited is delivered.
"February 13, 2021",5,I always have great customer service…,I always have great customer service experience with ASOS. Marianne efficiently helped me with my refund today and I really appreciate how quickly it was resolved.
"February 13, 2021",5,Very quick service and helpful,Very quick service and helpful. Thank you
"February 13, 2021",5,Missing items,"I placed an order but unfortunately 2 items were missing (a Mango top and some Ralph Lauren pyjamas, so of quite high value). This is not something that happens often with asos so I knew that obviously an error occurred somewhere. I reached out and they were so helpful and replaced the items with no troubles. It was honestly such a pleasant experience as I was worried that perhaps they wouldn’t believe me. But the whole thing from start to finish was just so easy. The staff were super friendly and I got the replacements really quickly. Couldn’t fault them at all. Thank you so much! Xx"
"February 13, 2021",5,The customer care I received from… John,"The customer care I received from JohnChriter was second to none. He was excellent in helping me with my issue and it was solved rapidly, which I appreciate."
"February 13, 2021",5,Very helpful and quick,Very helpful and quick. Impressed given its an online service.
"February 13, 2021",5,Richard was very helpful and patient…,Richard was very helpful and patient with me. Helped me in a very efficient and friendly manner
"February 13, 2021",3,There was trouble completing a…,There was trouble completing a transaction due to the company making a decision to cancel my payment.
"February 13, 2021",5,Easy to deal with online,Latest purchase went AWOL. Online CHAT sorted out a replacement super quick. Very helpful and efficient Customer Service. Thank you.
"February 13, 2021",5,happy and satisfied.ready to help with anything .,"very happy and satisfied each time I chat with the customer service team. quick to chat and easy.You can chat about ANYTHING .Once I had an issue with not receiving a parcel and they did all the investigation for me, keep me updated through email for about 10 days and at the end  arranged a refund for me . This time I had an issue with an item-  I kept recieving the wrong item due the similar descripions and helped me sort this out to make sure I will receive the correct item. I like that they email you and keep you updated about your problem or concern without you chasing it down every day. Big THANK YOU  to Sherry 👍👍👍"
"February 13, 2021",5,Paulo IS amazing,Paulo was really nice and incredibly helpful!!! I am so happy!!
"February 13, 2021",2,I'm only giving 2 starts because this…,I'm only giving 2 starts because this company using Hermes as their delivery partner. HERMES IS THE WORST! They always mess up orders and deliver to wrong address and take 0 ownership.
"February 13, 2021",5,Maria was excellent in dealing with my…,Maria was excellent in dealing with my query!
"February 13, 2021",5,Super service from Josua,"Super service from Josua. Responsive, helpful and very efficient."
"February 13, 2021",1,Atrocious service,"Atrocious service, but never had an issue before.Expected delivery on Sat 6, and last minute cancellation from courier. No update at all thereafter.Contacted customer services Weds 10 and told they'll contact the courier and immediately email me.Nothing.Contacted again Thurs 11 and told I gotta wait 48 hrs for a response and I will definitely be emailed.Nothing.Contacted again today and told the courier has messaged and I now have to wait another 48hrs!!!So I'm sat here, a week after expected delivery, no package, no response from ASOS, me wasting my time chasing them (they will only respond via chat) and only a refund on the delivery charge (not the order) after I pressed for one.Abysmal customer service.I have no package and no refund. Shocking"
"February 13, 2021",1,Imbeciles,"The customer service team consists of imbeciles, they do not read the query, make promises that don’t intend to keep and eventually mess everything up. I bought a faulty product, returned it, they thought I wanna return used product and sent it back to me. I’ve been 30 minutes on the chat with some person that can’t even read properly and nothing is resolved again!"
"February 13, 2021",5,Quick and helpful as always,Quick and helpful as always. Resolved my issue in no time.
"February 13, 2021",5,Natasha was incredible helpful and…,Natasha was incredible helpful and kind!  Was a pleasure talking to her and my issue got sorted very quickly and efficiently
"February 13, 2021",1,Terrible service,Terrible service. Horrible customer service Nd just a joke to deal with in general
"February 13, 2021",1,Gutted on delivery service Hermes,"Gutted on delivery service Hermes , apparently my order was sent out on the 8th Feb now the 13 I know weather not been great but but now got to wait till possibly the 16th or later doesn’t look good for ASOS maybe use more realiable courier, didn’t realise I should buy a back up gift"
"February 13, 2021",5,Many thank your great help for me deal…,Many thank your great help for me deal with🌹🌹🌹best job ASOS ❤️❤️
"February 13, 2021",1,Horrible experience,"Horrible experience , not ordering from Asos again nor recommend it to anyone ."
"February 13, 2021",5,Lauren was really helpful,"Lauren was really helpful, polite and it was a pleasure to have my issue dealt with her. Amazing service!"
"February 13, 2021",5,Nova was super helpful & fast replier…,Nova was super helpful & fast replier to my chats
"February 13, 2021",5,Refund,"Paid next day delivery for something I didn’t receive next day, got in touch and was issued a refund on delivery pretty much straight away, was great customer service"
"February 13, 2021",1,ASOS are rubbish getting orders…,"ASOS are rubbish getting orders delivered on the weekend always a problem & if you are lucky enough to get through to them the blame you for the issue say they will get hold of either useless lazy Hermes or waste of time DPD then you don’t hear from them again because the don’t care....,,so frustrating why can’t they use Royal Mail never have a problem with them at least you won’t have to try & get hold of crappy ASOS"
"February 13, 2021",5,So fast,So fast! I’m in love with the support thanks!
"February 13, 2021",5,ASOS are always brill at sorting any…,"ASOS are always brill at sorting any issues, especially if to do with delivery etc like mine was. The online chat is so easy to use and the advisors are always super helpful and try to resolve the issue there and then :)"
"February 13, 2021",1,Asos your review board sucks ass,First of all I got passed along through 2 people before I was greeted. Then I hate how I was told after all I had explained that I had to wait 72 hours for a decision to me made. Like by a member of a group chat? And then how convenient would it be that my account would be unblocked after the sale was over. So I could pay extra for shipping and all.
"February 13, 2021",5,Thank you very much for help me with…,Thank you very much for help me with this.
"February 13, 2021",1,Premier delivery is never on time to…,Premier delivery is never on time to Ireland anymore!!!! Waste of money
"February 13, 2021",5,Very helpful,"Very helpful, nice person."
"February 13, 2021",1,the return policy is worded all wrong,"the return policy is worded all wrong. I was only refunded part of my amount paid. After reaching out to customer service they informed me that it did not cover that. So clearly not a ""full refund."""
"February 13, 2021",1,your answer is a shame,your answer is a shame! bad customer experience
"February 13, 2021",5,Didnt rec an email regarding order…,Didnt rec an email regarding order confirmation.....got in touch with maria ....she was very prompt with her service....n my issue was solved in minutes....great customer care
"February 13, 2021",5,Great and Helpful Online Agents,Online customer help has been very helpful with my issue. Can’t be more appreciated.
"February 13, 2021",4,All products are fine except there is…,"All products are fine except there is one order (T-Shirt) with wrong size. I don’t want to bother to ship back for a return. Just let it be for such matter. Hope there will be a better control over this. More than this, there should be better compensation over this matter."
"February 13, 2021",4,Returns and shipments disconnection,I experienced some difficulties with the returns requests and the item shipping. Thankfully they’ve cleared my confusion and provided a tangible date for expectation on the arrival of the refund
"February 13, 2021",5,MarkAnthony was a huge help in…,"MarkAnthony was a huge help in resolving my issues. He responded quickly and did not keep me waiting on him. I really appreciate your help and because of him, I look forward to ordering from ASOS again. Thank you"
"February 13, 2021",5,Joyceline was patient with me and very…,Joyceline was patient with me and very very kind. Thank you!
"February 13, 2021",1,Horrible customer service,Horrible customer service! I made an order and two weeks later I was told my package was lost by the carrier company. I was sent a replacement package and had to pay double duty fees on it only to get my package and find that there are items missing! Customer service was very unprofessional and unhelpful with dealing with this issue! I’m very disappointed with my experience at ASOS and the fact that I’ll have to avoid buying from here even though I like their clothes.
"February 13, 2021",5,Its was very simple to correct my…,"Its was very simple to correct my address which was wrong , very nice and simple sistem and the customer service was excellent"
"February 13, 2021",5,a great positive time,"Such a great positive time, solved my problem fast and efficiently!"
"February 13, 2021",1,I ordered with ASOS on Monday using my…,"I ordered with ASOS on Monday using my Premier Next Day Delivery expecting the parcel Tuesday containing 2 gifts. I am aware to expect delays in the current climate especially with extreme weather conditions this week too. By mid week (and not having heard from ASOS) I tracked my parcel and it was still at the ‘We’ve got it’ stage with Hermes. On Friday I contacted ASOS after not having had any correspondence with anyone regarding the parcel all week and customer service said, “yes it’s on its way back to us, you’ll have a refund in up to 10 working days” barely an apology and definitely no attempt to rectify the situation with compensation or to resend. Very disappointed by ASOS customer service on this occasion as having to potentially wait 2 weeks for a refund of a parcel that I never even saw is unacceptable."
"February 13, 2021",5,answered my question perfectly and told…,answered my question perfectly and told me what i needed to know.
"February 13, 2021",4,I’ve had some trouble with ASOS in the…,"I’ve had some trouble with ASOS in the past, most of the time they’re not very helpful and don’t really care about their customers, but I received a damaged item and the woman who helped me was very nice and helped me reach a solution very easily. Hire more people like her!!!"
"February 13, 2021",5,I love ASOS,"I love ASOS. Amazing customer service, I could never fault them. They are my favourite retailer. Quick and cheap be good day delivery too!"
"February 13, 2021",1,I used a student discount nus,I have used a student discount from nus card with no exclusions and should have received a 10 percent discount . After a purchase I realised i only got 1 percent on £114 worth of shopping . I started chatting with ASOS with no help and was told speak to the nus card or email ASOS .. I emailed and received auto email saying chat with customer service..
"February 13, 2021",1,My issue was not resolved and handled…,"My issue was not resolved and handled very poorly. ASOS does not stand for their customers, and I will not be spending money or doing business with this company moving forward."
"February 13, 2021",5,Frances solved my issue quickly with no…,Frances solved my issue quickly with no dramas. Give him a pay rise. Or her. Frances could be both.
"February 13, 2021",5,ASOS has the best customer service,ASOS has the best customer service. I’ve only had a small amount of issues but they have always resolved them for me. They value their customer base.
"February 13, 2021",1,My $300 order is lost/no solution,"My $300 order is lost in the mail after being marked as delivered (by ASOS & third party mail carrier). ASOS won't even consider giving me a refund until they conduct an investigation next week, after which most of the low stock items I wanted won't be available. Customer service spit out the same line each time and then cut out of the chat.  No solution was reached."
"February 13, 2021",1,You messed up on my ordered it was…,You messed up on my ordered it was never shipped and I couldnt replace the items since theyre sold out. I asked for store credit and didnt receive anything for your mistake. this is unfair.
"February 13, 2021",1,Customer Service Nightmare,"I made an order in January 8, 2021. I ordered before without any problems before. I forgot about my order a couple for a couple of weeks and haven't got an update from FedEx. I checked my order and I was shocked to learn that I accidentally put my work address (I thought I put my home address). I contacted customer service with ASOS and they told me that they could not help and that I should contact FedEx. I did that as ASOS told me but, when I contacted FedEx, they could not make the change due to the type of delivery they attached to the order and that only ASOS can make the change. So again, I went back to ASOS and again they said they could not make the change. I tried again with FedEx but, i called for a LIVE person to speak to on the phone. The person on phone said that they could help and change the address and it would be updated once it got to the FedEx Facility and it would be no problem sending it to my house. I checked the tracking again a couple of days later but, nothing has been updated, so i called again FedEx and explained what had happened and it was noted. The LIVE person from FedEx said that it would not be an issue and said that it would be updated on next business day. I waited through the weekend and checked mid-week and saw that it was being sent back to ASOS warehouse. I was floored when I checked my tracking number. I called again to FedEx and I was MAD and I yelled at the person on the line for a good 10min. They did not deserve that but, they gave me ""I am sorry speech"" which pissed me off. I was so upset i filed a complaint with FedEx and that is when I decided to contact ASOS again  to see if they can change it to ship to my home (which i thought it would be easy to do, since they can only change it). I was on their chat and they started to give me the ""I am sorry speech"" too. All they can do is refund me? I didn't want a refund, i just wanted what I ordered. I am so pissed off with both ASOS and FedEx - I can't believe they both could not just change an address for me and have it reshipped. I would have paid for shipping again or would have picked up my package at the nearest FedEx store near where it was delivered. They both could not help me with what I call a simple fix. -I had to give it at least a 1 star but, I really would have not put any at all!"
"February 12, 2021",5,The customer representative was very…,The customer representative was very helpful regarding the issue!
"February 12, 2021",5,Great customer service,Great customer service Was helped by Catherine she was super helpful! Great service
"February 12, 2021",1,This was the worst customer experience…,"This was the worst customer experience ever. Charlotte first of all DIDNT read my problem at all. The problem was that the promo code had glitched off my order and didn’t go through. So I was just seeing if it could be applied after the fact. She then proceeded to give me solutions for if I hadn’t already ordered it. So I told her 3 times it’s already been ordered and gave her my order number and she’s like I already have it. And then  she tried to give me a promo code to replace it but all I’ve asked for and kept asking for is a credit or refund on the $22 that would be made up for the promo. Then she left me on read, DIDNT say anything else but an automated “moving this higher” message and gave me a customer service survey. This has been the worst and most unhelpful customer service ever."
"February 12, 2021",1,Poor customer service and return…,Poor customer service and return policies.
"February 12, 2021",5,Great communication,Great communication. Quick and worked until resolve. Polite and friendly
"February 12, 2021",5,Cat handled my inquiry and she was very…,Cat handled my inquiry and she was very efficient and professional. I felt in good hands and she knows how to provide a good customer experiens.
"February 12, 2021",1,Chatted with 2 different…,"Chatted with 2 different representatives (Joan and Erwin) over the course of 1.5 hours with no resolve to me issue. My package is clearly lost and you just keep blaming the pandemic. Don't take orders during a pandemic if you can't deliver and don't have the customer service to assist. Customer service kept making excuses that ASOS doesn't have the staff for a call center or to follow-up with the shipping carrier. There isn't even a record of my parcel and no tracking number. I deserve a full refund and all I was told to do repeatedly is just keep waiting for it. Um no, that's not how this works. I will be reporting ASOS to the Better Business Bureau. You have lost a customer and I will advise everyone I know to never do business with you. This isn't my first issue, and all my friends have has issues as well. There is a reason you are not doing well financially. You really should invest resources in customer service. It's so simple to refund my money for an item you didn't deliver. Stealing isn't how you get ahead. BYE ASOS"
"February 12, 2021",1,Disappointed that a Christmas gift…,Disappointed that a Christmas gift voucher was ordered to be delivered via email since 24th December 2020 but nothing forthcoming!
"February 12, 2021",5,Stevie was wonderful to talk with,"Stevie was wonderful to talk with. Incredibly assistive and went to every extra mile to accurately, and efficiently assist and explain my circumstances, whilst being incredibly friendly."
"February 12, 2021",1,This just quite frustrating because I…,"This just quite frustrating because I just wanted one item: that jacket, got sent the wrong one and now have to go through all these hurdles to get refunded. This will be my first and last purchase at ASOS."
"February 12, 2021",5,Knowledgeable and friendly,The representative was knowledgeable and able to help with what he could.
"February 12, 2021",5,Amazingly helpful.,Amazingly helpful.Really happy!
"February 12, 2021",5,Thanks a lot asos team!,I used to order from asos! I love it. Good and fast respond about any question by their twitter account! Thanks a lot asos team!
"February 12, 2021",4,Delivery didn’t arrive on time…,"I purchased the yearly premier delivery with some clothes but my items are not arriving until 5 days after I purchased them. After speaking to the staff member she apologised and explained I could return them once they arrived, she gave me a discount code for my next purchase to apologise for the inconvenience."
"February 12, 2021",5,Caroline (Cat) was AWESOME,Caroline (Cat) was awesome to talk to. She responded super fast and made my experience an easy one. Thank you for everything!!!
"February 12, 2021",5,Had an issue with a delivery (no fault…,"Had an issue with a delivery (no fault of Asos, this was through the courier) and I spoke to Liam on live chat who instantly resolved this for me. Never have a bad word to say about Asos!"
"February 12, 2021",5,Cat was very friendly and helpful,"Cat was very friendly and helpful, was very efficient to answer my query:)"
"February 12, 2021",5,Excellent,Overwhelmed with the way representative spoke to me. I appreciate for her patience
"February 12, 2021",1,Absolutely disgusting service,"Absolutely disgusting servicePurchased an item before Xmas which was given Xmas day.....tried on 3 weeks ago to find the crutch was torn. They item was barely worn for 3-4 mins, tags removed obviously I got straight onto ASOS who asked me to return ~ this week I received the item back saying bcos it had been worn & sent back in an unsuitable condition they were unable to refund Complete cop out!!!The item was not worn and arrived in the condition I sent it back in I will not let this go I rarely return items I buy from ASOS and I spend a fortune with them. All they had to do was check my account I want to log a complaint and I want a supervisor or manager to contact me before I take this furtherYou have told me a item not hit for purpose and I’m sure that’s illegal!!!!!"
"February 12, 2021",1,Customer service not there for customer,"Unlike other retailers, Asos doesn’t auto apply promo codes (even with account.) Only one chance to enter promo, no return to Asos to verify order after Afterpay step, just a flat “no” from customer service for helping me apply promo code I missed. Other retailers are not like this. What is customer service for, exactly? Customers are completely on our own."
"February 12, 2021",3,Customer Care Unhelpful,"I was on chats numerous time trying to get answers regarding a new order status.  On the last attempt, the RonnelJohn was very helpful.  The reference number for this chat is 33511313."
"February 12, 2021",1,The new returns policy does not work and customer service refuse to help,"Asos’s new policy asks you to return multiple orders in the same bag to save the environment and reduce the number of parcels. This policy is too good to be true and 3 of my items that have been returned in the same bag have not been refunded yet I have received refunds on the other items. I am missing £130 and customer service have said they cannot look into this for 10 days. I have confirmation they have received the bag, a partial refund and proof of postage so it makes no sense to delay some of the money. Asos’s own customer service advised me against using combined returns?! And their protocols clearly do not match the new policy!"
"February 12, 2021",5,all good,"I had one question about a refund, and Celine solved my problem in an instant."
"February 12, 2021",1,Incorrect Item Received,"Horrendous customer service. I ordered some nike men's pants, they mailed me nike women's tights. I contacted them to advise them that they mailed me the incorrect item, and was initially asked what my desired resolution would be, either refund or replacement. I selected replacement. After chatting with numerous of their robotic service people through live chat (they don't have a call center you can call) they continuously advised me that they cannot provide a replacement although the item showed as still in stock. They wanted me to ship the item back, wait 3-5 business days for a refund to be processed, purchase the item again and then wait for it to arrive again praying that it is the correct item this time. I told them that I'm not waiting an additional 2-3 weeks because of their own error. I told them I'm going to initiate a chargeback with my credit card company and their response was that I am within my rights to do so, they even encouraged me to leave a trust pilot review about the incorrect item process so that it would ""later likely be changed"""
"February 12, 2021",5,Great customer service,I have had an issue with my delivery and have had an immediate response from adviser Diane. She was so helpful and is updating me with my order. Great service
"February 12, 2021",1,My order has not even reached me,"My order has not even reached me, and the prices of the items have changes, CS wants me to order them again and just return the ones i ordered before instead of price matching."
"February 12, 2021",5,I got a quick response and Princess the…,I got a quick response and Princess the operator was so sweet and answered all my questions ♥️ Thank you
"February 12, 2021",5,Great quick response and feel confident…,Great quick response and feel confident they looked into my query
"February 12, 2021",5,Yusuf was very helpful in helping me…,Yusuf was very helpful in helping me figure out my return issues.
"February 12, 2021",1,Awful service and reorder system.,"The reorder process is terrible for a lost delivery, the order should be processed instantly and delivered the next working day. Operator just repeated herself and basically said can't do anything and I should end the chat. This is terrible customer service and I shall be spending my money elsewhere."
"February 12, 2021",5,Frances was very kind and quick in…,"Frances was very kind and quick in assisting me with my issue, thank you! Love Asos products and service as usual"
"February 12, 2021",3,Return issue,"My experience with ordering this product and the quality of the product was great. My experience trying to return this product was not that great. I had to order a few sizes before I found the one that I wanted so I needed to do a couple of returns. For the first order that I placed with ASOS I signed in as a guest and I have been trying to return the order for weeks now. I've been online chatting and emailing with customer service and still I have no return label. I'm guessing the issue is due to my being signed in as a guest, however, I did provide the order number, my name and a lot of other information that they asked for. I'm not sure why it's been so hard to locate this order. I am a little concerned now that it's taking so long that I won't be able to get my full money back. In the meantime, I have received the size I want and am very happy with the product. I am hoping this experience ends well so that I will not hesitate to order from ASOS in the future."
"February 12, 2021",5,thanks for help,"I texted with KennethWilliam about my problem with Asos returns, it was solved in 2 minutes of chatting"
"February 12, 2021",5,Absolutely brilliant customer service,Absolutely brilliant customer service. I love Asos for everything.
"February 12, 2021",5,Thanks for the outstanding attention…,Thanks for the outstanding attention and care. You really helped me
"February 12, 2021",5,Really helpful in assisting me to track…,Really helpful in assisting me to track down an order that dpd seemed to not want to deliver
"February 12, 2021",5,Stellar Customer Service,"Ryan did a great job in empathizing with my situation as well as presenting an efficient way to resolve it. It’s unfortunate FedEx is a delivery company that’s unable to deliver, but you’ve went above and beyond in ensuring I receive the products I purchased and I look forward to continue to shop with your company. Thank you all so much"
"February 12, 2021",5,Very helpful,"Very helpful, quick to respond. :)"
"February 12, 2021",5,The adviser was really helpful and I…,The adviser was really helpful and I had my problem sorted very quickly. I’m 100% happy with the service
"February 12, 2021",5,ASOS Customer Service Experience,Yusuf was very quick to reply and help me with my situation. He definitely approached the situation in a way that made me think he really cared and wanted to help as much as he could. Overall an excellent experience and one that I hope other people can have!
"February 12, 2021",1,an intl customer that shops on the US site,"""I'm an international customer that shops on the us site, I bought the red dress based on ur sizing chart but it came way too big. Because I live in Jamaica (the Caribbean ) I had difficulties sending it back but my sister is coming to the us and I want to send it with her. Can I still return this, I know I'll only get a credit note, I'm ok with that."" Even though I explained my situation, I do not think, Dale went above and beyond to assist my unique situation.When I shop on Asos site, I have to paid a Jamaican courier itzshipd247.com to send my package to Jamaica. I explained sending it back from Jamaica would cost more than I paid for the dress, but I am able to send it with my sister back to the USA. He couldn't care less, he just stuck to the company policy. Thats not good customer service. I've decided to stop shopping with u because my business is not needed."
"February 12, 2021",5,Leah was amazing!,Leah was amazing! She took a look at my issues and told me where I could find my refund.
"February 12, 2021",5,Got my beautiful bridal shower dress…,"Got my beautiful bridal shower dress defected. Jeric, was beyond understanding and emphatic with my situation and gave me a solution fast. Thank you Jeric!"
"February 12, 2021",5,Review,"Melvin was very kind and helpful in resolving an issue on my delivery date. He was very informative and clear, and assured me that he would find out what was the problem. He did, and found out that there was problems with the carrier, and quickly found out the status of my order. I am delighted to know that ASOS has great quality customer service!"
"February 12, 2021",5,I spoke to Luis about a faulty product…,I spoke to Luis about a faulty product and he processed a replacement for me. Great customer service- I was speaking to someone within 5 mins!!
"February 12, 2021",4,Straight forward and easy to understand…,Straight forward and easy to understand and follow.
"February 12, 2021",1,Horrible customer service,"Horrible customer service. I placed an order in early December and paid through Klarna from which I got a confirmation of my payment receipt yet never received an order confirmation from ASOS. I waited a few days and still never received one. I have sent more than 5 emails over the last two and a half months to ASOS customer care team and kept receiving generic emails that did not answer nor address my concerns. Finally, almost 3 months later, I got a response to my 6th email saying that they finally cancelled my payment through Klarna but I still have no answers about what happened to my order. I am very disappointed with this poor customer service and lack of care for their customers."
"February 12, 2021",5,Michael was helpful,"Michael was helpful, kind and courteous. I sincerely appreciate his help."
"February 12, 2021",5,Very friendly and helpful!,Gavin was very helpful and very friendly!
"February 12, 2021",5,Very happy with a service,Very happy with a service. Aiden was nice and very helpful. Well done.
"February 12, 2021",5,Very pleased with excellent customer service,"Customer service was fast, friendly and efficient. The representative solved my issue and I’m happy with the quick resolution."
"February 12, 2021",5,Incredible customer service,"Incredible customer service, seriously impressed. Quick replies and sorted a problem with ease and simple procedures. Amazing."
"February 12, 2021",1,Staggeringly Poor,Staggeringly Poor. I brought a reebok t shirt believing it was a classics t shirt. it was not and was wrongly advertised on the asos website.i explained via chat was had happened and was told i could keep the t shirt and get a refund. so as with all new clothes i washed it.i was then told i had to return the item. mistakes happen so i let them know it had been washed and was told that was fine. i then returned it and was told it was rejected and no customer service personnel will now assist me and ignore the whole chat regading this.awful.
"February 12, 2021",5,Excellent customer service,Excellent customer service! Issue resolved on messenger with no hassle at all.
"February 12, 2021",5,10/10 service,"10/10 service, super quickly resolved :)"
"February 12, 2021",4,Go to twitter for your customer service!,Twitter customer service were fantastic after the online chat answered my query unsatisfactory and then cut me off!
"February 12, 2021",5,Online Chat,The online chat service I received was quick and efficient and answered my query effectively.
"February 12, 2021",5,A gentleman Kieran was very helpful…,"A gentleman Kieran was very helpful with my problem, very understandable and give me a timeframe on what was next."
"February 12, 2021",1,Bought a suit yesterday (less than 24…,Bought a suit yesterday (less than 24 hours ago) and now it is on sale $23 cheaper and they will not price adjust me the difference?? Absolutely absurd customer service.
"February 12, 2021",5,Michael was the FIRST person who was…,Michael was the FIRST person who was actually able to help me with my return that began in early January. I attempted to follow-up many times only to not get answers. It apparently was lost by the carrier but yet no one else was willing to do the work to help me out. Thank you Michael. I hope someone shares this with you
"February 12, 2021",5,My issues were resolved with kindness…,My issues were resolved with kindness and quite resolute. I could not say enough about the kindness and professionalism of my chat partner. One of the many reasons I shop at ASOS
"February 12, 2021",5,Great customer service,Great customer service. Quick and helpful! Recommended
"February 12, 2021",5,Eilidh was very helpful and efficient,Eilidh was very helpful and efficient. Best chat customer service experience I’ve had
"February 12, 2021",1,You only delivered three out of five items and didn't realise / own up until prompted,"You delivered three out of five items, lost the other two, didn't know you'd lost them, told me I had received everything, until I had to contact you myself to tell you you'd not delivered two things. You seem to have little visibility or tracking over the items ordered which is a bit worrying."
"February 12, 2021",1,TERRIBLE CUSTOMER SERVICE,TERRIBLE CUSTOMER SERVICE. They have coupon codes promoted on their website that are expired and the customer service representatives do nothing about it.
"February 12, 2021",5,very helpful and easy to communicate…,very helpful and easy to communicate with!!
"February 12, 2021",5,Great service,Great serviceOne of my purchases didn't arrive so I contacted asos and spoke to EMMA. I quickly and simply got a refund after being given the option of a refund or replacement.
"February 12, 2021",5,Satisfied!,I was really happy with the communication and the help I was given. Thank you! :)
"February 12, 2021",5,Leaked oil bottle,"Leaked oil bottle, sent pictures to show the issue and it got resolved with an option for a refund or replacement."
"February 12, 2021",5,Outstanding service!,"Outstanding service, from beginning to end. Carlos handled my complaint so efficiently. He checked my order, have seen that there was a problem to hand in my order to courier and proceeded smoothly to get me the refund. Thank you once again Carlo"
"February 12, 2021",1,Beware of surprise fees and horrible customer service,"I was not provided with any solutions to my problems. Every single person I spoke to gave me the same exact pre written answers. Be aware that Canadian customers not only have to pay for shipping, but surprise duty fees and even higher fees to return. I would suggest you shop somewhere else. The clothes are a very bad quality and their customer services for their Canadian customers is worst. Do yourself a favor and order somewhere else."
"February 12, 2021",1,Very disappointed with Asos last few…,"Very disappointed with Asos last few orders , 3 orders never received! They just can excuse all the time , nothing to do for customer! All parcels were lost , i don't know where. Tried to contact 10 times on Facebook and there's 100 people just answering with excuses nobody don't care about what you really want to do or to ask! I was waiting reductions and bought 10 items , wanted them so much , still trying to sort out,  only excuses,  nothing happens!"
"February 12, 2021",1,Asos is the most misleading and…,"Asos is the most misleading and uncooperative brand. I order a product , they charged a standard delivery charge also. But nowhere, however they mentioned about the possibility of custom charges. And I get an email saying that I should pay another large sum if I want to get the product I ordered and paid.  When I asked Asos about the refund of the product I ordered since I can't afford to pay another custom charge amount. They declined. Kindly stop misleading the customers"
"February 12, 2021",1,Very bad and not recommended,"Very bad and not recommendedWhen we ordered online, it was supposed to arrive on 4 th of JanuaryWhen I reported this incidence, they informed us that they will report the case as lost product and refund back the money. Suddenly the goods arrived on the 11th of february. When we informed Asos about this , they asked us to go to the local courier , pay for the shipping expenses and send it backFirst it is Asos fault not ours . They were supposed to check with Liban post before refunding the moneySecond , we are not Asos employee so we are obliged to go, take a day off from our jobs , pay for the expenses for a mistake we didnt do it even. What we are just asking is to send someone to pick up the goods because we are polite not more."
"February 12, 2021",5,Assistance with a Return,I spoke with Angel today in relation to a return which was never processed. The system was very easy to use and very pleasant conversation. Angel sorted out my problem quickly and without any issues. Really helpful and friendly customer service.
"February 12, 2021",1,DO NOT BUY FROM THIS COMPANY!!!,"DO NOT BUY FROM THIS COMPANY!!!If I could give zero stars, I would. I ordered a cute pair of boots, but when they came they were the wrong boots and the wrong size. I returned them easily enough, but my return was rejected as they said they don't sell the item they sent. Hmmm. Wonder how I got them, then? Almost $60 and a lot of hassle for nothing. Total rip-off. I am reporting them to the BBB, but not sure if will do any good, since they are UK based. BUYER BEWARE."
"February 12, 2021",5,Great customer service,Erica was super helpful and assisted me very quickly
"February 12, 2021",1,Asos no longer off the price promise---…,Asos no longer off the price promise--- very inconvenient to have to return an item not even shipped for the price difference to be refunded.  the reason provided for price promise not being offered didn't even make sense.  So many retailer will complete a price adjustment without the extra inconvenience of having to ship an item back
"February 12, 2021",5,Confusion over combining returns.,"Having had a confusion with a couple of large items that needed returning and to combine them. I sent them separately, this then became a problem with the returns department. Through some help from the post office and the helpful ASOS team, we managed to sort.  Thank you."
"February 12, 2021",5,Was very helpful,"Was very helpful, and didn’t have to wait long for replies doing live chat all answers were helpful"
"February 12, 2021",5,Always have a good experience with…,Always have a good experience with asos. Their customer care team always reply really fast and sort out my issues no problem. Clothing quality always good and wide selection to choose from
"February 12, 2021",1,Customer service is dreadful.,"Customer service absolutely no help at all. Website says my subscription ‘will renew’ with no button to cancel. Support web page says to contact support to cancel this. I contact support, and they tell me completely conflicting nonsensical information, and have to contact a ‘specialist’ who does the same again. I have never had a customer experience this bad before where money is potentially about to be taken from me against my will, so rest assured I will not be using ASOS in future."
"February 12, 2021",5,Andrew's humanity shone through,"Andrew was really helpful, gave me clear information that answered my question and gave me confidence that my issue would be resolved. They took the time to investigate my query fully and find a solution for me. I also really felt like I was having a real conversation with a real person as Andrew's humanity shone through. Thank you, people like you make customer service chats a pleasure rather than a chore. :)"
"February 12, 2021",5,Maggie was very helpful in issuing a…,Maggie was very helpful in issuing a refund for an item that was missing from my order.
"February 12, 2021",5,Customer service is amazing,"Customer service is amazing, still waiting on a refund from a parcel that wasnt delivered by HERMES!! But ASOS have been very helpfulThank you"
