Date,Rating,Title,Review
"April 09, 2019",5,love them,"love them, never had an issue with customer service over twitter!"
"April 09, 2019",1,Incompetent courier service,I couldn't get my order due to their incompetent courier service! I would have picked it up myself but was told this wasn't an available option either! I wouldn't bother with ASOS and shop somewhere which is guaranteed to deliver what you pay for.
"April 09, 2019",4,Love Asos!,"Always order from here, never had any issues! Just got a lot of things for my Europe trip at great prices, sizing was also pretty accurate."
"April 09, 2019",1,HORRIBLE RETURN EXPERIENCE,"TERRIBLE, TERRIBLE, TERRIBLE customer service.I've ordered some things from Asos in the past, and they've always taken WEEKS to arrive without any confirmation numbers or tracking numbers.In my most recent order, I had purchased 3 items. One of the items was COMPLETELY incorrect. I had bough a medium size floral body suit... and the item that came was tiny tank top body suit (definitely a fraction of the price I paid for the floral body suit).I promptly returned the incorrect item with the return slip that came with the order. And have not heard back in 3 weeks...I chatted with a customer service rep, and she was completely useless. She wanted me to provide proof of postage and the item # of the incorrect item. How the f*** am I supposed to provide the item # of the incorrect item, when the item was INCORRECT?!?! The receipt had the CORRECT item listed... and I got some random piece of s*** in the mail...I asked the customer service rep, ""is there ANYTHING you can do for me in this situation? You guys sent me an incorrect item. And I followed all the return policies and procedures."" She straight up told me ""No. You are responsible for the item up until it's in our posession.""Truly awful experience, will never order from them again.DO NOT BUY FROM ASOS, the prices are not that great, and the quality is trash. Not worth it all for the disgusting customer service that comes with it."
"April 08, 2019",1,I never had such a bad experience like…,"I never had such a bad experience like with ASOS. My story: as I lived in Budapest I ordered shoes to Hungary. I never got them. Then I wrote to the customer support and they didn´t answer at all. Later I wrote again and I got just a pre-built mail that the tracking says I got them and they can not help me. After I complained they BLOCKED and BANNED me in a really rude way. Never got such an impolite mail and it seemed more somebody with a really low level wrote it. I had to accept that my shoes were lost and ASOS didn´t want to help me at all. I accepted it, but in their opinion I was a liar. Two months later I found a refund on my credit card account - for the shoes. So it seems the shoes were somewhere at a post office in Budapest and as nobody picked them up they sent them back. It was clear visible that ASOS made this impolite and rude mistake with blocking and banning me - but still I got just a rude answer as I wrote them the story. When I try to order now again they cancel my order a few hours later. It seems they don´t need customers and with such a service such a shop should really fail..."
"April 08, 2019",1,ASOS; a pack of losers,"There is a reason this company has so few stars; it actually, truly and really sucks! I made a 400 euro order of 13 items and had it shipped for next day delivery. I had a job interview and was counting on some of the items fitting so that I could have something good to wear. I haven't been shopping lately, and I never bought from ASOS before, so I don't know how big or small their stuff runs. So I entered some data about my height, weight and body type into their (useless) AI and used their fit assistant to tell me what size to buy for my purchases. I was a trusting fool, let me tell you. I feel so stupid now. Everything I received was WAY to big. EVERYTHING (not to mention super crap-a-licious quality). I had to return ALL of the items (this costs 10 bucks) and I asked them to refund the 20 bucks I spent on the next day shipping. Reason being that I had trusted them that their fit assistant recommendations were of SOME use, but I ended up having to send back the ENTIRE 13 item order when not one item fit! I can understand that some things probably will not fit...but everything??? You can bet your bottom dollar that they didn't give a flying **, and just said that it is the customer's responsibility to order the right size and that they take no responsibility for their fit assistant. If you are a first time customer and you can't try on the darn clothes, how are you supposed to know how they fit?! You might foolishly trust their silly and deceitful AI! Why do they have that thing if it doesn't work AT ALL? This is a great way to lose a first time customer who was willing to dole out 400 bucks. I guess they have no interest in retaining customers. You would think that you can put some amount of faith in a large retailer like this. You can't. I wish that I had read reviews on Trustpilot first, I never should have ordered with them in the first place. Now I am just afraid that I won't get my refund. I ended up spending 30 euros to have nothing in the end. These guys are a pack of losers. Yeah, and I seriously had to improvise on that job interview outfit, things got a bit odd. A domino effect of frustration and travesty has occurred! ASOS, YOU SUCK! Feels good to write that..."
"April 08, 2019",2,Gone downhill,"Won't be using ASOS in future since they've announced customers who return stuff are basically going to be banned and not refunded. Range began increasingly poor in terms of quality and fit, I would recommend taking pictures of a variety of body sizes to avoid returns and sort out the sizes. It's not the customer's fault. Completely disgusted at their returns policy and will be buying elsewhere from now on."
"April 08, 2019",1,Delayed next day delivery service and no refund,"I placed an order for DPD next day delivery, then received the email from DPD that it would be due the day after. Sure, I'm fine to wait for one more day though it's a next day service. Then when the day came, got no updates from DPD which shows that they haven't received the parcel from ASOS yet. Contacted the ASOS customer services who could do nothing but asked me to wait 48 hours for a reply. 48 hours passed, I contacted again and was asked to wait for another 24 hours. Finally received the reply saying that there was a problem with my order leaving the warehouse and they could not be able to locate it. They would send a replacement order which is expected to arrive tomorrow, but haven't received any updates from DPD yet. When I asked for any compensation for the Premier Delivery service that I paid for, the reply was really unsatisfactory and made me write this review. They write: ""As we've now sorted this for you, we're not able to offer any compensation - this is not something that we provided here at ASOS"".I want to say, this is not something you provide, this is something I paid and should be eligible for a refund. I was shocked by the irresponsible customer services who are unconscious of consumer rights."
"April 08, 2019",1,Shocking customer service and delivery service!!!,"Absolutely terrible customer service! My delivery didn’t turn up next day as paid and requested for! I contacted them and was told that a calling card was left and they were unable to deliver as I wasn’t in. I can confirm I was in all day and I even left a safe place for them to leave the parcel if I wasn’t there! They clearly didn’t use that safe place (meaning they didn’t even bother to try and deliver). I then went onto their live chat which was absolutely appalling! One of them said to me ‘I’ve said all I can say so I’m closing the chat now, have a nice day’ I then tried a different way of contacting and making a complaint via Facebook and had a terrible experience there too! She constantly just kept using pre worded templates and said feedback will be passed on when I kept clearly stating I wanted to make an official complaint. I am not ordering with them ever again! Horrific!!"
"April 07, 2019",1,Terrible delivery service and customer…,"Terrible delivery service and customer service. The delivery companies did not deliver, despite us being at home. This happened consistently. Complained to customer service - they were indifferent and did not take any steps to tackle the problem. Writing this review on behalf of my girlfriend, after seeing her struggle with recent deliveries. In contrast, my Amazon deliveries always arrive, and Amazon's customer support genuinely helps."
"April 07, 2019",3,ASOS delivery,"ASOS delivery, returns and pricing are great. The reason I've knocked it down to three stars is because if you do have a problem and you need to get hold of them there is no phone line. Relying on social media contact methods is infuriating. I had some issues in the past with delivery charges and it took a long time to get sorted out and I dreaded getting in touch with them because I just wanted to speak to someone."
"April 07, 2019",5,Always a result,Always a result!  Great Prices!
"April 07, 2019",1,Frankly ASOS service has gone downhill,"Frankly ASOS service has gone downhill. Reading other reviews also suggests I'm not the only one who thinks so. Unfortunately, they decide to use a delivery company (Gnewt) within London that never delivers when they're supposed to. NEXT DAY delivery is non-existent and when contacting ASOS their response is that they need to wait 1 working day for Gnewt to get back to them. Surely they should be able to contact Gnewt straight away and get a response same day? If I've ordered an item on Fri for next day delivery on Sat and need to wait until the end of the day on Mon for an update on my delivery, how is that NEXT DAY service? ASOS advise that its beyond their control. It's not beyond their control! They can award the London delivery contract to another company who can actually fulfil the contract! What fantastic service ASOS..not! I applaud you on losing another customer!"
"April 07, 2019",1,Rude CS agents and no VAT deduction!,"This company doesn't deduct VAT as they should shipping out of UK to other countries overseas. I was chatting with an agent named Tori, super rude and just cut off the chat on purpose without even getting a response from me first. I have chat a number of times with the agents there, all of them are rude, not helpful, lazy to help the customers with enquiries etc. Shop at other companies that do the right thing!"
"April 07, 2019",5,Discovered Asos recently and just love…,"Discovered Asos recently and just love it. So much to choose from, some fantastic bargains in the sale. An easy to use app, and fast delivery"
"April 07, 2019",1,First purchase from ASOS was a total…,"First purchase from ASOS was a total disappointment. I ordered it a month ago and I haven’t received my order, even though it said I would receive it latest 5 days ago! There is no tracking  number so I have no idea where my package is! ☹️🤷🏽‍♀️ I talked to customer service and said I want my money back but they told me I have to wait another month just in case there’s a delay.🤦🏽‍♀️whatttt?"
"April 07, 2019",1,Awful customer service,"Awful customer service - ordered two dresses which didn't arrive, despite the delivery person forging my signature to say that they had. DHL accepted liability as they couldnt say whether the dresses had or hadn't been delivered, ASOS said they would send a replacement. Fine. Two days later they get in touch to say sorry, dresses out of stock so have a refund (no mention of refunded delivery fee) even though one of the dresses is still available to buy online! Ridiculous doesn't cover it. Cheap clothing with super basic customer service."
"April 07, 2019",1,Never using them again,"The item didn't arrive in the stated time. When I reported it, they asked me to wait another 10 day. I did, and they just asked me to wait some more. Finally when they actually decided to check, they tried to reship the item but it was out of stock. By that time I didn't want the item anyway. Eventually they decided to do a refund but they refunded me the wrong amount. I had to write in yet again to get the full amount. Dealing with them was a nightmare. I won't ever use asos again."
"April 07, 2019",1,WASTE OF TIME,"So I knew ASOS had awful reviews before making an order, but I wanted to give them a chance anyway because I really liked the look of their clothes: I spent hours looking through the website and picking out clothes I wanted to get - and checked out with afterpay (which was also a struggle - you could only use afterpay on the app, and the app would not log me in, so it took me a few days to be able to login). Once I had my order, three days later I got an email saying that my order had been dispatched. I was so excited! Two days  after that I checked my emails again to see that they had cancelled my order and 'refunded' my afterpay - with no reason or explanation as to why. I honestly just let it go after reading the reviews of their customer service - could not be bothered to argue about it."
"April 06, 2019",1,Bad Quality,I bought a pair of their ASOS DESIGN Jakie lace up espadrille trainers and it ripped the moment I put them on. I was hoping to wear them on vacation next week but now it won’t be possible. Waiting on their customer service which seems like an eternity
"April 06, 2019",5,Cheap clothes but good quality.,Cheap clothes but good quality.Fast and free delivery!
"April 06, 2019",1,I'd give no stars if I could...,"Had the same exact experience as Emma Martyn below. Placed an order, was told it was shipped & the estimated arrival date, but received zero tracking information. When it was past the estimated date & I still hadn't heard any updates, I contacted customer care, who told me tracking numbers would be provided & I should expect to receive my order the following week. No tracking number was ever updated on the site (they didn't even update the arrival date on there).*That* estimated arrival date was 3 days ago, I reached out to customer care again today and was told that it was being sent back to the warehouse due to not being picked up from the access point. Which, again, I received no notification nor tracking detail to inform me that it had even arrived there. And instead of just sending me the items that I paid for and still want (including a pair of shoes that are no longer even on the website), I'm expected to get a refund by MAY (aka 2 months after initially purchasing) and should apparently try to buy the items again then. I think the most maddening point of this whole experience is how ASOS and its customer care team refuse to acknowledge any responsibility or take accountability despite the fact that I'm clearly not the only person this has happened to. Definitely won't be buying from them again, which is sad because other than this I've had little to no problems with them. As someone who's worked in retail I typically hate complaining online/publicly/at all, but man, this truly sucked."
"April 06, 2019",1,Last week I ordered clothes for a…,"Last week I ordered clothes for a holiday in a weeks time - effectively leaving 2 weeks for delivery. I was meant to receive my order on Wednesday. Followed up today (a Saturday) to see where it was, only to find out it has been returned to the depot due to attempted delivery attempts. There was no card or phone call made to notify me of attempted delivery and I received two other deliveries this week with no issues. When I contacted their customer service I was told I could not  have my parcel returned to me and would be given credit on the gift card I used to purchase the clothes. This would be put on my account by the day before I go on holiday, therefore rendering this useless to me. I have asked for a refund on the gift card which again was refused. Not sure what the point of having an online business is if you are unable to receive the goods you order in a timely manner. I’m stuck with a £50 credit to be spent on goods I may or may not receive. Won’t be shopping with ASOS again."
"April 06, 2019",1,Awful customer service,"Awful customer service, live chat is useless and bad couriers."
"April 06, 2019",1,Minus 5 stars -5!!!!!!,"I wonder why there is no minus stars to choose -5, extremely rude customer service don't even think to buy from ASOS. Unsolvable problems and issues guaranteed."
"April 06, 2019",5,Shopped with Asos for the last 6 years…,Shopped with Asos for the last 6 years never had a single fault. Items aleays ordered next day delivery and always ln time
"April 06, 2019",1,ABSOLUTELY HORRIFYING COMPANY,"I am truly and utterly shocked at how terrible this company is. They have shipped my orders to the wrong address on two separate occasions and both times refused to take responsibility for the mistake, and basically said ""oops sucks for you."" I will never, ever shop with ASOS again, I cannot recommend highly enough that you do the same."
"April 05, 2019",1,SCAMMERS,"TERRIBLE TERRIBLE CUSTOMER SERVICE. the bot who calls himself Joshua was very rude. its been almost 10 minutes of him not replying to our convo when i bugged him about it and told him that i can see him ""typing"" to which he replied that ""didnt i ask you to wait?"" WOW. my jaw dropped. i ordered some stuff few weeks back and after 2 days they posted that its been sent. there was no tracking number but i just shrugged it off trying to wait for the delivery date they posted on their app before i contact them. so when i did and after ""joshua"" here got mad at me for contacting them, they placed a new order for me as if im stupid. i hope i receive this order and never again will i order from this scam site."
"April 05, 2019",1,ASOS is complete s--t,"ASOS is complete s--t. I ordered a dress a month in advance for an event. The original delivery date was supposed to be 5 days before the event. (A month minus 5 days to ship from Georgia to California???) Then on the day the dress was supposed to come, I get my FIRST update from ASOS saying it won't be shipped until the next day and will take up to 2 weeks to arrive. ARE YOU JOKING?I ended up having to buy a second dress to wear to the event. I thought I would keep the ASOS dress because I still liked it, but when it arrived, IT HAD A HUGE HOLE IN IT. In order to get my refund, I had to drive it to a UPS store to ship it back to them.Waste of time. Terrible customer service. Avoid at all costs."
"April 05, 2019",1,INJUSTICE,"INJUSTICE! Customer Service is absolutely disgustingI am almost £200 out of pocket because my parcel was supposedly delivered to a neighbour but they are adamant it wasn't. All ASOS did was a big fat nothing and basically laughed in my face. The Customer Service team is awful....maybe they are high...maybe they are vindictive because they have nothing better to do....maybe they are trained that way. Whatever it is, they are incompetent and treating customers disgustingly with no empathy, understanding or care. ASOS partnering with DPD is also tragic as it sounds like they are in cahoots and stealing peoples packages. This is not the first case i've heard of this across London, and it seems to be specifically in the LGBT community. Never again will I contribute to this organisation"
"April 05, 2019",1,Terrible customer support,"Terrible customer support. They respond very quickly but are completely unhelpful so might as well not even bother. My order has not arrived (4 days late as of now), does not have a tracking number and I am being told to wait another 3 weeks to ""see if it turns up"".  Totally unacceptable."
"April 05, 2019",1,The worst customer service I have ever encountered.,"I can see why Asos have a 1 star rating, their customer service is an absolute joke. If your order is picked correctly with no damage then its fine however you come across a small problem like I did then you are given lies and misleading advice.I was incorrectly refunded when I requested an exchange for a damaged item however they removed the £10 code I used which expected me to spend £80 and refunded me £3. I got in contact and expected to have been provided a new code to reorder the incorrect refund so this could be rectified. How wrong was i.It seems Asos create their own rules or their advisor's are just dumb. They gave me a new code of £10 but slapped on a £80 minimum spend on an item which which was refunded is £13. Got back in contact with them on Twitter and was given another £5 code which again is useless as this doesn't even cover the cost of the item I wanted and leaves me having to fork out for their error.After trying to explain this to them I seem to be getting thick advisor's who spin around the same template saying ""oh, stock levels must have been low"" NO THE ITEM WAS, AND STILL IS IN STOCK!"". I can see why they don't liaise over the phone, just imagine having to speak to people with this kind of idiocy over the phone. They would get eaten alive. I had one chat advisor saying she cannot assist me further and even gave me the ""your chat will be ended if you don't respond in 5 minutes"" because she was too stupid to resolve my simple query.Save yourself the hassle and don't order from Asos, I know I won't be anymore."
"April 05, 2019",1,Wish I could do 1* - FRAUD,"Wish I could do 1* Such bad customer service.... I stopped using ASOS a year ago due to poor customer service and when a £100 gift card I got given didnt work, they refused me for 3 months to get a new one which did work saying I had already used it when I didnt even use them before..NOW I have tried them again, returned all my items and not being allowed a REFUND. this has been going on for a month now. Each time I talk to customer service chat they say ""somoene already responded to this query"" well no... because no one has got back to meNow today I tried for 2 hours, five convos later because people just kept closing the convo or because after 5 minutes of not talking or responding it automatically closes (litte hint here, every few minutes just keep messaging so they cant cancel the call)Still here, trying to get my money back.... should have stuck wth my gut.Update: just recieved below response!!!I’ve had a look at your account and can confirm that your account will remain closed.This account has been deleted and any future orders placed or accounts opened will be cancelled and closed. As we’re unable to help you further with this, any emails received about this matter will be automatically closed down with no response.DO NOT USE THESE FRAUDSTERS"
"April 04, 2019",5,Fantastic for tall girls,"Quality can vary from item to item and brand to brand, but I love ASOS. I opted in to the year of free two day shipping for ~$20 and haven’t regretted it. I’m 5’11 and love their selection of tall sizes. Highly recommend."
"April 04, 2019",1,Terrible.... DONT USE,"I put an order through for a shirt I needed next day so purchased the next day delivery. The amount was taken from my PayPal account and I did not receive any comms about the order. I than followed up the next day in the ""chat"" and the first operator simply cut me off as I did not have an order number even though I explained I had PayPal invoice no 399293021. The second time around the lady ""Rebecca"" informed me that they had taken my money but had a technical issue and would not be able to fulfil.I was relying on this for an occasion I was attending, but no apology or explanation other than a ""tech"" issue. Stay away... go to real retailer or even amazon as better than these guys.... terrible order process, delivery and customer service."
"April 04, 2019",1,Avoid at all cost,Avoid at all cost. Customer service is none existent. They insist on using a delivery company that fails to deliver and refuse to resend using a different courrier even if you paid for it. Absolute digesting service
"April 04, 2019",1,ASOS is an absolute disgrace of a…,"ASOS is an absolute disgrace of a company, I signed up to their next day premier delivery option and 3 days later I am still waiting for my clothes. They use Hermes even though BBC Watchdog has featured Hermes as an incompetent delivery company. You cannot get through to Hermes and ASOS customer agents are reading off a script. What a joke!"
"April 04, 2019",2,Order number: 391627858,"Order number: 391627858Order date: 26 February 2019We order this shoe for my daughter. She is a secondary school student. Last week (28 March, 2019), we found the bottom of shoe was broken with a big crack. She cannot wear this shoe in the raining day. I cannot believe the poor quality of the shoe purchased from ASOS, it happened within one month of purchase. I want to contact ASOS to complain, but found no contact phone or email on website. I can only post my complain here and hope ASOS can respond to the quality problem of our ordered shoe. Thanks."
"April 04, 2019",5,great online service everytime,For an online brand where you never speak to anyone the service is brilliant. I’ve never had an issue with a single order and after experienced dreadful customer service from another online brand it makes me appreciate just how great ASOS are!
"April 04, 2019",1,There should b a no star rating in my…,"There should b a no star rating in my opinion.I used the $70 off $250 promo code and returned one of the items, ASOS received item however I was not refunded a cent!!!! I completely understand that with the promo code of course I would not get a full refund..  but not even a cent. What was the point of the return? I feel totally disgusted with them. I have emailed them several times and to only hear back from a different person every time and nothing has been solved. Their emails are just a repeat of each other. Absolute rubbish treatment BEWARE Do not buy from them unless you're certain of the product, ASOS refunds are a SCAM."
"April 04, 2019",2,Customer care is appalling,"Customer care is appalling , paid for next day delivery which didn't happen, got absolutely nowhere with the online chat, they where useless and didn't want to know, rubbish"
"April 03, 2019",5,Been using this company for a while…,"Been using this company for a while now. Have not had any problems at all, orders always arrive on time and well packaged.  The fit assist option is reliable too. Highly recommended."
"April 03, 2019",1,I ordered a waistcoat for my dad for my…,I ordered a waistcoat for my dad for my wedding. I ordered a size 40 but when it arrived it was size 48. Sent it back and ordered a replacement. Decided they were the ones we wanted for the male members of our wedding party so ordered 3 more. When they arrived again they were the wrong size. Ordered size 44 and they were all size 48. Seems like they are trying to get rid of the 48’s!My wedding is only a few weeks away and my family live all over the country so things coming in the wrong size is really not helpful so I got in touch with customer services. Apparently I’m not the account holder because I used my dads card to pay for the items so they refused to speak to me about it. I explained the situation and that it is my account and I placed all the orders but still they wanted to speak to the account holder.This site is a joke. Can’t send the right size and make it very difficult to sort out a genuine complaint. Ridiculous
"April 03, 2019",1,Asos is a joke and a matter of time…,Asos is a joke and a matter of time before they disappear. The service is a joke from them now and they are so far behind the likes of boohoo and other retailers. I made an order over 7 days ago and they have been delivery my items to the wrong address. I have emailed then over and over again that the delivery is not to me based on the description on tracking. They are like robots replying and not reading my emails. 3 days in a row they have delivered to the wrong address and they won't listen to me that it is not my address. The customer service agents are extremely rude via the live shat also. And now they won't refund me unless they get the items back even though they have confirmation from the courier to say they have returned the items to the depot. How is this possible.
"April 03, 2019",1,Have cancelled my account,"Have cancelled my account - They insist on using Hermes, I refuse to use Hermes after various messed up delivery's and incompetent drivers. Contacted customer support who couldnt help at all, will no longer shop with ASOS until I have confirmation they no longer use Hermes."
"April 03, 2019",1,This company are DREADFUL,"This company are DREADFUL, I would never recommend them to anyone. I made a purchase from them on the 4th Feb, they took the money from my account immediately and when I chased my order several days later, they said there was no record of it.  TO DATE I still have not received my goods or the refund I was promised 3 weeks ago. IF YOU ARE LOOKING FOR AN HONOURABLE ONLINE RETAILER *KEEP LOOKING* DO NOT SHOP WITH THIS COMPANY"
"April 03, 2019",1,Sadly their support has gone right…,Sadly their support has gone right downhill. Last few packages have been delivered by Yodel who are the biggest joke of a company. When packages have gone missing you just get useless replies from hopeless scripts that get you no closer to working out what is going on with your package. Don’t offer 1 day delivery if you can’t stick to it/ are going to use Yodel.
"April 03, 2019",1,They were good but now aren’t,"I spend a lot of money with Asos as there are some great bargains etc to be had. They’re happy to take your money but when something goes wrong, they literally couldn’t care less. Also as a next day premium delivery customer, their policy of sending items with different couriers to me seems ludicrous. What about their environment sustainability policy?! Hmmmm clearly money to be made, with no regard to their carbon footprint."
"April 02, 2019",1,Awful customer service & sent the wrong stuff repeatedly,"Used to use them a lot but in the last couple of months they’ve sent the wrong stuff TWICE. Their policy when they make this mistake? Hold your money until you return the incorrect item & be happy to take more of your money in the meantime for you to buy the stuff you actually wanted again (& pay postage on it, again). That is, if it’s still in stock. Their customer service staff’s response when you ask what you can do to stop this happening in future? They suggest they close your account for you! Employee of the award does not go to Justina on the online chat! What happened ASOS, you used to be alright!"
"April 02, 2019",5,Never had any problems with Asos,Never had any problems with Asos. Delivery always on time. Returns simple and easy. Good range and price points.
"April 02, 2019",1,There is no customer service.,"There is no customer service.I tracked my delivery online until I was the next delivery, stood by the doorbell, and then the screen refreshed and just said that the driver couldn’t access my property. Contacted ASOS via chat and explained. The robotic Daniel said that nobody had been home to sign (despite me having already explained the situation). Clearly untrue. I was literally stood by the doorbell waiting because I was the next delivery on the online tracker. I asked Daniel to speak with the delivery company to find out why they said nobody home (maybe they have the wrong address?) - he refused. I asked Daniel to escalate to a manager or to their complaints team (maybe they have the authority to speak to the delivery company?) - he refused. Daniel told me that there is nobody else in the whole of ASOS that anything can EVER be escalated to or passed on to. Apparently nobody can ever speak to the delivery company to find out what’s happening either. Then when I repeated that it was false that nobody was home and asked again to escalate, Daniel changed the story from ‘nobody there to sign for it’ to ‘well, there might be lots of reasons why the driver couldn’t deliver’. I’m not sure what these reasons are, as the street is easy to access, with street parking, and the doorbell is right on the front and definitely working. But presumably, it might be a good idea to ask the driver before he or she attempts redelivery another day?So, absolutely useless, they couldn’t care less and they will not do anything to actually investigate beyond reading whatever the computer screen says. I’ve spent a lot with ASOS, but every time something goes wrong it’s a mess to speak with them. I think it’s time to kick my ASOS habit."
"April 02, 2019",5,Great company,"Great company, quick with refunds, easy return and refund process. Quality products."
"April 02, 2019",1,I would give 0 stars if I could,"I would give 0 stars if I could. I immediately contacted ASOS with a shipping error and was provided no guidance with how to resolve my issue. There is no reason I cannot cancel or alter my order within one hour of placing it. I have had this issue with lots of other major retailers who have been more than accommodating. Now, I have no way to retrieve my items and the customer service team has ultimately said you’re SOL. Never shopping here again."
"April 01, 2019",3,Serious sizing issues,"I ordered tops which are perfect but the Jean's I ordered were tiny, I'm a size 12, and they wouldn't go past my knees! And love the picture so ordered 2 sizes bigger (16). What I got which did actually close, looked nothing like the picture. I'm 5'3"" and supposedly cropped Jean's were down past my ankles. Ridiculous sizing. Not sure if I will order again to be honest. Still waiting for the refund for the size 6, I mean 12 pair too!"
"April 01, 2019",1,Attempted delivery - NOT!,"I paid for next day delivery to a click and collect shop. A very busy BP station in the centre of a town. The delivery company said they attempted delivery, but nobody was it. That's an absolute lie. I used click and collect, and a busy BP station, so that very thing wouldn't happen. They now won't refund my next day delivery because they said they had attempted the delivery. ABSOLUTE LIARS."
"April 01, 2019",1,Absolutely horrendous customer service,Absolutely horrendous customer service. I placed an order 03/26/2019 and paid for expedited shipping which was quoted for delivery on 03/28/2019. My bank account was charged on 03/27/2019. The package arrived on 04/01/2019 but the UPS delivery man would not release the package because it was shipped COD. I have already paid and the event I order the product for has already passed. Asos took no responsibility for communicating customs charges if incurred will be COD because they have statement about this on there help page. Why would I be on the help page when placing a simple order. If this is going to be their practice then it should be communicated during the check out process. In addition they are unwilling to compensate me for the  delayed delivery and embarrassment of having zero cash on me when the delivery arrived. So now I either wait up to 10 days for a refund or pay double the cost of my order product in customs fees.
"April 01, 2019",5,"Go-To website, never a bad experience.","ASOS is definitely my go-to website when shopping clothes, I do know my way around online shopping, and how to tell good quality from bad quality clothes, but ASOS have never failed me in the quality of their clothes, nevertheless. So, great quality clothes for good and fair prices.When I've had to return my clothes, it's also been very easy, it's just printing out a label, and filling out a form, nothing too tricky, plus it's free, like the shipping, with a 30-day return policy. And you get your money back within 2 weeks, when they've gotten back your clothes, and confirmed that it's in good shape. Keep in mind though, that this is in Denmark, the policies may differ from country to country, I have seen some bad reviews here.Delivery is on time, They've got a great system for size-measurement. They've got Tall, Petite and Curvy categories, which have been a big help for me. When shopping for pants, I shop the tall section, so I can be sure that the pants aren't too short.The clothes are also greatly displayed on the website, with videos, and models sizes for reference.I haven't had a bad experience with them yet, but I've also not tried their customer service yet. (Never had to).I hope this review was useful to you. :)"
"April 01, 2019",1,SHOCKINGLY BAD CUSTOMER SERVICE,"Have used Asos for a number of years and always liked the products. However, I recently found out that when something goes wrong (the wrong item sent out to me) then they have THE WORST CUSTOMER SERVICE I HAVE EVER EXPERIENCE!"
"April 01, 2019",3,"Random sizes, quick delivery",Random sizes. Good delivery.
"April 01, 2019",5,No idea what theses people here are…,No idea what theses people here are talking about. Ordered from them before and I'm still going to order from them again. I never had any issues with their deliver so far. My orders have been delivered on time without delays and the items that I bought come well packaged in a box. Everything looks good.
"April 01, 2019",1,I ordered the first order on the 28 of…,"I ordered the first order on the 28 of March and needed to pick up today, your delivery company had a “Technical issues” as they said at the email and return my order back to you. So first I didn’t receive the first order!Second, I tried to figure it out by myself because your customer service is not helpful at all so!!! I ordered again and add extra payment for express shipping that needs to be here on the 5 of April Friday this weekend. I contact the shipping company of yours and they said they will bring me the parcel only on Sunday 7 of April.You guys are really not cool, not helpful, Didn’t tried to help with anything and make me a lot of suffering from those situations.I want all my money back and take back the express shipping. I’ll be happy to delete the app for good and talking with all of my friends not to order from you. Israel is a very big customer for Asos and I will do anything to tell the people that your service and trust is sucks."
"April 01, 2019",1,The worst customer service provided…,"The worst customer service provided ever.Think twice before you order. Been 2 weeks still havent recieved my item, no refund no solution. Customer service team are so rude their only solution is to wait wait wait like the package will magically appear. They have not provided me with a refund even after requesting this several times.Poor service and no item."
"March 31, 2019",4,I figured I should share my experience..,"I figured I should share my experience with ASOS because their ratings seem to be low..anyways, this is my first time ordering from them. I purchased a pair of jeans. Overall, I love the jeans. They’re good quality and look like the picture. They fit perfectly as well (I used their fit guide quiz). My only complaint was that they look slightly different on me than the model, but that could be boiled down to height and body type. My order was estimated to arrive by April 3rd, and it actually came early on March 30th, which I was quite happy with because most people seem to be complaining about shipping. I did not pay the extra price for the express shipping, because in my experience, items never seem to arrive earlier, no matter the company."
"March 31, 2019",4,My second time buying from ASOS,My second time buying from ASOS. Shipping took longer than expected but overall happy with my purchase.
"March 31, 2019",1,"Underwear with no hygiene labels - Unhelpful, unfriendly and untrue response","Order from ASOS a LOT and never have any issues. Questionable quality some times but for the most part I am happy with everything. Made a £150 order and received, as ordered, underwear with no hygiene label. I contacted customer service and was told that the item doesn't come with hygiene label. Little did the advisor know, I had already ordered them on a different account which came with a hygiene label. Advisor was blunt and unhelpful and this is a massive shame because I have been a loyal customer over the years and never once made a complaint.Now I am stuck with £15 worth of underwear that I can't return and don't want to wear in case somebody else has worn. Minor issue but was handled poorly."
"March 30, 2019",1,absolutely terrible,absolutely terrible. ordered a present for my kids to give to their Mum on Mothers Day and still waiting for delivery so checked tracking and apparently my delivery address (which Asos have delivered to successfully before) is now insufficient. Contacted customer service and was fed the usual canned response nonsense before being told there is nothing they can do. Wont be buying from this mob again!
"March 30, 2019",1,the worst delivery companies work with…,the worst delivery companies work with them and they lie that they are all on the same levels and there is no managers
"March 29, 2019",1,Despicable joke of a company.,"Despicable joke of a company.US sizes are way off. They do not offer exchanges, only returns and then you have to reorder. They’re almost always out of stock of the item when you do reorder. If they’re not, they don’t honor the original price you paid. If it was on sale or discounted when you bought it, but it’s no longer on sale (or if you used a discount code), then you have to pay the higher price for the new items. I’ve never heard of any retailer doing this before. It’s a terrible business practice and is a scam considering the sizes are not correct. On top the their terrible policies, their customer support is completely unprofessional. They are rude, not helpful at all (they send a scripted answer to tell you they will look into it and then forward your request to someone else- why even bother having a chat line?), then they end the chat whenever they feel like it, without reaching a resolution or asking if you have additional questions. Stay away from this company and stick with brands that actually value their customers!!!"
"March 29, 2019",4,Good experience,"So far, my experience with ASOS has been stellar. The clothing quality is a good value and the shipping comes fast and free."
