Date,Rating,Title,Review
"August 11, 2017",3,Good products but if you have a problem …,Good products but if you have a problem it's difficult to resolve issues
"August 11, 2017",5,Always good,Easy to use. Good selection. Really great for when you need to send stuff for return.
"August 10, 2017",4,Some items look slightly different IRL,Some items look slightly different in real life. Good customer service. Received one broken item. Was refunded and did not had to send it back.
"August 09, 2017",1,Least helpful customer service reps …,Least helpful customer service reps ever.
"August 09, 2017",1,You'll get charged Duty :(,"Decided to order some stuff as the prices were pretty decent then we got dinged with a huge import duty fee which killed any value of ordering through them. Avoid this company for sure, only shop online from companies that don't have these duty problems"
"August 08, 2017",2,Never had a  bad experience with Asos …,"Never had a  bad experience with Asos before, until they lost my package and it's still nowhere to be found, not even delivered to GLS since 28.07-17. Customer service consultants are very hesitant in the chat and end the chat quickly because they have a certain amount of time before they'll get pulled in salary - absolutely bad service. Customers first? No, salary and a happy boss first."
"August 08, 2017",1,This Company SUCKS!,"I placed an order. They lost the item and kept on saying all different things. After weeks, they told me the order was cancelled. They sent me a complimentary code which does not work. This company was very good before. Now it sucks. The management should train their representatives to provide better customer service. It has become a junk full of liars. They cheated me...still they are not able to resolve the issue. DO NOT TRUST THEM!"
"August 07, 2017",1,My first- and the last order,My first- and the last order is being delayed for 5 days- even thought I had guaranteed delivery for ... 5 days ago. Costumer service isn't helpful at all.
"August 07, 2017",4,got nice cheap jumpers in the sale came …,got nice cheap jumpers in the sale came quick and all good service
"August 07, 2017",1,ASOS have a habit of putting PROMO …,"ASOS have a habit of putting PROMO codes on their site and taking them away without notice BEFORE the expiry date of the promotion, hence making us miss out on the savings we could make.  In my case, the promo was to expire at 11:59pm AEST on Tuesday 8 August 2017.  So I put the $322 coat in my basket with the intention of buying it today - 7 August - with my $70 discount promo code.  Surprise surprise the code has now been taken off the site more than 24 hours before the published end date - so no discount for me.  When I asked ""customer service"" I was told they would not honour the code unless I had a screen shot of the small print.  And again, surprise surprise, I can't get a screen shot of the small print because they have removed it from their site!!!  What a crock - that's all I can say.  Sometimes you can get too big and lose sight of the small things.  Asos NOT COOL."
"August 06, 2017",1,Hundred over dollars worth of order did not arrive.,"I have spent thousands of dollars ordering from ASOS for years. I never returned even when they once  sent the wrong order once. I placed an order of over hundred dollars in October 2016, I was very busy and was preparing to leave the country for a few months ( there's always someone at home despite me being away) and forgot about the order. The order did not arrive. When I realised that, I contacted them but they told me it's been too long and their policy stated that they can't process the query."
"August 06, 2017",5,Best online shopping place for chlothes.,"I love this company, you get free standard shipping over £20 which is amazing and you can return anything you don't like to get a full refund. Their customer service is also great and they have a huge range of everything in terms of chlothes. Also they provide a return sticker which makes the returning process even easier. I don't know why people have given it a very low score?"
"August 06, 2017",1,"First of all ASOS is cruel, unreliable unrealistic and unabl to help.","First of all ASOS customer service is useless ... many times I have contacted them concerning errors I made while placing an order and they have been unable to help me , I just placed an order hours ago and I realized I entered the wrong address, I then contacted them to correct it and this girl NAMED SHARON told me they were unable to make changes to the order once sir has been placed. So my order will be delivered to the wrong old address and Mosy likely will be lost, and my money will not be refunded . This is cruel because we work so hard to be able to shop on that expensive website . They ASOS team need to do something about their rules"
"August 05, 2017",1,Clothes four days late,"Clothes four days late, no outfits for a wedding. Customer service were terrible!!"
"August 04, 2017",1,ASOS never delivered my order,ASOS never delivered my order. Even though they confirmed delivery twice. Don't order.
"August 04, 2017",4,Great experience!,"Asos is one of the greatest online shopping places for me. They have a lot of varity, good prices and different collections for tall and plus sizes. Shipping is free and fast. Only thing I'm missing from them is free returns. Also, I would for sure do 90% of my online shopping from them if they covered import taxes. Other than that, great place to shop from."
"August 04, 2017",3,V Disappointed,Usually have a great ASOS experience however this time round not so much! Received shoes which had scuffs already on them this isnt what i expect when buying brand new!
"August 04, 2017",5,They are insane,"They are insane, absolutely love to be their customer. reliable shipping and always good quality goods for its price. I recommed it!"
"August 04, 2017",1,"Return your old clothes, as ASOS will still give you a full refund!","A faulty Superdry jacket was returned to ASOS by Hermes in error, (see my Hermes review) as it should have gone to another online retailer who had organised the collection and return. Despite receiving a worn, faded and without any tags jacket, they credited by account believing it was the replacement jacket I had just purchased from them for £30. I contacted them as soon as I received their email confirming the credit, asking that they return the Superdry jacket as I was due a refund of £65 from the original retailer. Despite telling them it was clearly a combination of Hermes and their error, for accepting the jacket as a 'return', on a branded product they don't even sell, I received a constant stream of emails stating 'my mistake'  and 'that wasn't a good start' suggesting it was all my fault! The jacket is now 'lost', so if anyone receives a worn and faded Superdry jacket when they thought they had purchased a small Black Bomber with zip on sleeve, please let me know!"
"August 04, 2017",1,Mad at myself for trying asos,"Honestly I read reviews about this website and a lot of them were really bad but I saw a couple claiming positive stuff like ""I loved the things I got"" and there was one comment that convinced me to just try it, it's was ""idk why there are so many bad reviews it's probably just competitors trying to bad mouth this website.."" TRUST ME IT IS NOT. I've tried tons of online shopping sites and this one is by far the worst! Yeah sure I got my stuff but let me tell you 1. It was pretty horrid quality... all of the tags say ""made in Pakistan or Egypt.... 2. All the fabric is cotton so if you wash it and wanna dry it ... IT WILL SHRINK! And 3 the thing that drove me ******* insane was the fact that I agreed on paying $108 for everything... I got charged $176 on my bank statement!!!!! AND ON TOP OF THAT had to pay an extra $50 on customs and delivery when my order came to the door. Asos claims it is free world wide shipping but don't trust it. I ended up paying a giant total of $226 for 6 articles of clothing... I'm so upset especially since I only agreed on spending $108 :( Do yourself a favour and forget you saw this website. Trust me you can find a WAY better one. You already know I won't be shopping here again. Oh and if I could rate this thing with a negative I totally would but apparently they don't give you that option."
"August 04, 2017",1,"First Impressions ... Not good, stressful experience","Hi, My first experience with ASOS has been extremely disappointing. I placed an order on Sunday which was meant to reach me yesterday, however the tracking information showed that the order had not been received by Royal Mail. I contacted ASOS who assured me it would still be delivered and so I waited in all day and it didn't arrive. I then found an email in my junk inbox notifying me of a return I had made and that all the items would be refunded. I then was told I would have to re-order the whole order and pay again so I would be out of pocket until my refund comes through. Luckily only one of the items I ordered was out of stock however it is disappointing that an order that was clearly not a return was processed as a return and put back into the system for someone else to purchase. The customer service I have received has been very disappointing from a company I had expected more from. I have now had to re-purchase the items that are still in stock whilst waiting for a refund on an order that I never received so I am out of pocket, but have no choice as if I wait the items will be out of stock."
"August 03, 2017",4,I have shopped here many time,"I have shopped here many time, I like the way the clothing feels"
"August 03, 2017",1,"Paid for express shipping, FOR WHAT?!","My brother in law and I ordered 2 items for my partner on the 6July for her birthday the 13July. So, we did the express shipping for the items to reach within 5 business days. So the parcel had to arrive on the 13July as a birthday surprise. Paid about 200NZD for the 2 items and express shipping included. We ended up getting the items on the friday. At least I was able to get her a cake for the day. It sucked I could not surprise her with the items because it was her first birthday we celebrated as a couple. All I want to know is, why did we pay for express shipping? If the items came at standard shipping days. Thanks for ruining the day thumbs up."
"August 01, 2017",1,Sent a return back 8 days ago.,"Sent a return back 8 days ago.. and they say they have yet to receive it.. apparently 14 working days plus 4 as they are busy., so that'll be almost a month for a refund .. quick enough to take it out of my bank account when I bought the item.. very poor serviceUpdate.. after this review and a letter of complaint to a manager I got an email to say my refund was being processed and in my account in 3 days.. it does pay to complain and keep them on their toes .."
"July 31, 2017",1,Just ordered a top for my daughter,"Just ordered a top for my daughter, size 8, she then informs it needs to be a 10. Thought I would go on the site and request change to size as only ordered 1 hr ago. For standard delivery you are given 60 mins to cancel, I tried to cancel after 65 mins. I then got onto their web chat help to see if they could put through the amend, they advised there was nothing they could do to intercept the order and I would have to return the item and stand the postage. All this for 5 mins over the time, its not as though I even wanted to cancel the order, just change size before the order was posted. I asked to put through to their Complaints team, was advised they didn't have a Complaints team, how can any organisation of reasonable size not have a complaints team, that smacks of real arrogance , inflexibility and contempt for their customers. really not impressed, won't be returning."
"July 31, 2017",1,Waste of money,"Ordered swimsuits for an upcoming trip last Monday. They said it would be delivered Friday at the latest. I sent customer service an email (no response). Then I tweeted @ASOS_HeretoHelp on Thursday letting them know that UPS's tracking website said that the shipment label had been created but that it hadn't been shipped to them yet. ASOS DM'd me back and said that the shipping label was probably damaged and that it should arrive on time. Messaged them again Friday letting them know that my package hadn't arrived. They messaged me back to tell me that they passed this onto their ""delivery investigation team"" to look into and that I would receive an update in 48 hours. 48 hours response time is ridiculous. Didn't hear from the ""delivery investigation team"" over 48 hours later so DM'd them again at 4 pm to which they ignored my messages/tweets (as I see them responding to other people on twitter). They finally message me at 12 am ""You've now been refunded 113.00 USD to your MasterCard today the 31st July for your order as the items are now out of stock. The funds can take 5-10 working days to appear in your account so you'll receive it by the 14th of August at the latest. If there are any other questions just let us know and we'll be happy to help."" No apology, or anything. After reading the reviews I'm nervous about the package I returned hopefully I'll get a refund for that. With such a big business, how do they not have a customer service phone number? I've emailed the ""customer service email"" multiple times in the past with no response."
"July 31, 2017",1,Very unpleasant purchasing experience …,"Very unpleasant purchasing experience with ASOS! Delivery arrived with a missing pair of shoes and a damaged bag! Contacted with the CS and they refund the missing shoes but it took me a month already still not there! They send me another damaged bag after I required to change the first one, excuse me???"
"July 31, 2017",1,Would not review a delivery complaint …,Would not review a delivery complaint until midnight ticked over despite the postal service being closed for the night. Will not use every again.
"July 31, 2017",1,CAUTION,"I have been shopping with ASOS since I was a teenager around 16-17 and I have always had great service. But they have been up and coming and clearly become more reputable business so the customer service has significantly decreased to a point I am considering boycotting their website. I ordered from ASOS and both parcels were not delivered on time. One was delivered to a neighbour without my consent and the parcel was open and a £10 pair of sandals were taken. When I went back to complain to asos, this billion pound company, they claim it is a dispute between me and my neighbour. Its just disgusting to think that a company cannot use any discretion whatsoever, they'd rather have a customer ruin their reputation online than actually resolve disputes, its a shame."
"July 29, 2017",5,great website,"Every order I have had with ASOS has been great. Returns are easy, shipping is quick, prices are great, huge selection. What's not to love?!"
"July 29, 2017",5,Best company,Got to say I think asos is one of the best clothing companies around! Return service is excellent can't fault them whatsoever and free delivery is another good thing!
"July 29, 2017",1,£200 spent and nothing received,"I ordered nearly £200 worth of stuff for next day delivery.  It didn't arrive and I contacted the team who said I wait until 10pm.  I waited until 10pm then couldn't get hold of anyone.   They have no phone lines but say they have 24/7 customer service.  I have been trying to reach them since around 10pm and it's now 7am and I still can't get a response.  They have £200 of my money and I have no money for holiday and no clothes to show for it, and I can't even contact them to complain.  It's BAD."
"July 28, 2017",5,I order every week from ASOS,"I order every week from ASOS, next day delivery always and free returns. If I have any issues with my orders (which is very rare) the team answer the phones and reply to emails efficiently. Couldn't recommend them more!"
"July 28, 2017",1,Asos used to be excellent but they have changed. Worst possible customer service.  Stay away !,"Asos used to be excellent and I had been a customer for years, having spent thousands of pounds. But recently they have changed. They have sent me faulty items, or refunded the wrong item. Recently they claim never to have received the returned items I have sent them and have refused to refund. Unfortunately I have misplaced the post office receipt and they say that until the parcel reaches them it is ""my responsibility"". This is not mentioned in their return policy, and it does not say anywhere that they are exempted from refunding in the case of item being lost in the post. I am disappointed as the fact that I have been a loyal customer for years has not been considered at all! It is hurtful to be accused of lying. I will not be returning as a customer. Be aware !"
"July 28, 2017",5,Love,I just ordered from ASOS! I'm from America and they shipped it to my house within 4 days. I just got the clothes today and I LOVE everything I ordered. It's hard online shopping because usually something doesn't work out but I love everything I got from them! Definitely would ordered from them again :)
"July 26, 2017",5,I love ASOS,"I love ASOS. My go to store. Free returns, fast processing times. Good customer service."
"July 26, 2017",5,Love it!,"Love love love! Delivery was very fast, opted for standard shipping and parcels got here in 4 business days. All dresses were just as pictured and fit perfectly. I'm 5 ft 2 in and weight 122 lbs and ordered US size 6. Note: reg midi dresses will be like a maxi dress on petites. Nice quality a bit on the pricier side, but  everything was 50% off when they ran a promo for July 4th, 2017. Overall very happy with purchase and can't wait to purchase again when they run more promotions."
"July 25, 2017",4,One of the best online marketplaces for …,One of the best online marketplaces for vintage clothing i just wish shipping would be faster.
"July 25, 2017",1,Buyer Beware,"I had no idea ASOS was a UK company.  When I searched up a dress their website came up. The prices were in Canadian dollars and shipping was free (I therefore assumed it was Canadian).  I know there was mention that duty may apply (somewhere in their terms & conditions) but I dismissed this, thinking I wasn't shopping internationally.  I understand duty fees vary from one country to the next, so the amount cannot be calculated at the time of checkout. However, when duty charges do apply to certain countries there should be a ""plus duty fees will apply"" statement on the checkout. I thought I was getting a great deal, and now I'm having to pay $73 in duty fees.   Customer service was of no use. I'm pretty much stuck because I paid a shipping fee to have it expedited, and will now have to pay to have it shipped back.   They really need to put prices in pounds initially, and then allow customers to change it to their currency.  My first & last time shopping with ASOS."
"July 25, 2017",5,Continually impressive,Have used ASOS UK numerous times from different locations around the world and love the value and speed at which they deliver. Have had three perfect deliveries in a month to Australia.
"July 25, 2017",1,Terrible customer service,"I returned an item to ASOS on 11 July 2017, based on the fact it was discoloured and of absolutely terrible quality. It in no way resembled the product portrayed on their website. It is now 25 July and I am still waiting on my refund to be processed. On contacting customer service, I was informed that if I did not receive a refund by 21 July, I should contact them with postage information and they will process my refund. I did exactly that, and was informed by a rude and condescending customer representative (Alena) that I should wait another couple of days for the refund to be processed. After doing exactly this, I followed up with several other customer service reps, who have asked me to wait and wait for the refund to be processed. I really question whether I will ever receive my refund, and believe that the customer service reps will just continue to defer my enquiry. I online shop all the time, but this is by far the worst customer service I have ever received. I would seriously discourage anyone from ordering from ASOS in the future - I know they have a wide range of products, but it's just not worth the hassle if something doesn't match its appearance on the website. Their customer service staff are condescending, and simply ignore queries rather than taking meaningful action. They have no respect for the time of their customers."
"July 25, 2017",1,Worst customer service ever,"Worst customer service ever. I bought a Nike Dri Fit t-shirt and they shipped me an Under Amour T shirt in a Nike packaging. Wrote to them and no reply for 10 days. Sent a reminder after that and they replied that they will get back to me in 2 days and they they will ship out the item asap and keep me updated.No news for another week and I had to write to them again. This time, they tell me that the item is out of stock and they will refund me only after I shipped back the wrong T shirt back to them."
"July 24, 2017",5,5 star Recommended!!,"I made a online purchase to ASOS and I received it earlier than I had expected, which was a bonus! I had purchased the TALL Scoop Front Swimsuit Multipack-Black/White (size 8 US). I am 5'11'' and it is already hard to find bathing suits for my height so once I received the black bathing suit it fit perfectly and I am extremely happy with it! Even though the two bathing suits are the same size the white one had a little bit more excess fabric along the sides which made it not as fitting in the waist as the black one. Other than that very happy with this site and will be ordering more items in the future!"
"July 24, 2017",1,Bad unreliable courier & bad customer service.,"I did my first order with asos the other day for a dress for a wedding. As wedding was taking place a few days after I ordered with next day delivery. As it was important to try the dress on prior to the wedding, and If it wouldn't fit, I would have to look for a new one elsewhere urgently. I got up at 7 am as the delivery would take place between 7am-10pm, spent all day at home, did not leave the house for even 2 minutes. When it was evening and no delivery had been made I tracked the parcels whereabouts, according to their couriers website and attempt had been made around 17. This was clearly incorrect and so I therefor contacted asos via chat. Gentleman there told me it could be an error and to contact them again should the delivery not been made by 22pm.No delivery was made.I contacted them again today with this information, as I paid extra for a next day delivery, that didn't happen, I expected to get refunded for this. However, ""as a delivery attempt had been made"" (complete lies), there was nothing they could do.When tracking my parcel today it shows as delivered, apparently it was delivered through letterbox. It's a shame as it was my firs order that the delivery service obviously is unreliable And then that customer support doesn't help you.This was my first and last order with Asos."
"July 24, 2017",1,Asos used trainers,Brought few items from asos on Sunday got delivered next day like stated brilliant news opened up my parcel to find my items great however the box with my vans trainers in was an unofficial box not real vans one ok fair enough might just been box was battered so they put them in this one how ever opened up the box to find vans trainers that had no vans sticker tag like they normally come with and also they where scuffed on the bottom and on the back they had clearly been fully worn in and then sent back and asos never clearly checked the state of the trainers and sent them to me I need these for Wednesday and then contacting asos there staff very un helpful no solution other than takes 48hours to get me a new pair plus 1 day delivery haha so wouldn't get them in time why can't they send me a new pair out and pick the used ones up they sent me like most company's e.g schuh they pick up next day and bring new ones just unreal service they said if I wanted the shoes for tomorrow I would need to buy another out and pay for next day delivery aload of rubbish if ask me lol just be aware they sell used products clearly
"July 23, 2017",2,Annoying,Waiting for two weeks for a return. and still nothing but boring unprofessional excuses
"July 23, 2017",1,Sent wrong item,"Sent wrong item, never got my money back. Watch out, they've changed a lot! Do not recommend."
"July 22, 2017",1,Paid for a shirt costing about 28€,"Paid for a shirt costing about 28€. Received an ugly ASOS shirt worth 11€ Instead. Didn't bother to go to the post office to return the wrong item. Threw it out and asked for the remaining 17€ to be returned. ASOS has denied this in numerous e-mails, and kept my money."
"July 22, 2017",4,i love their customer service,i love their customer service. dont like something get money back in less than a week. and i love all my clothes more unique than going to walmart or ross. always get compliments.
"July 22, 2017",5,Good service,"This happened some time ago. I ordered a couple of items, but they didn't fit well (English clothing sizes are different, so I just didn't choose well). The return went smoothly, and the new order arrived quickly. The customer support throught facebook was incredibly good. The person answering my questions was always different, but I never had to explain the issue a second time. They were nice and helped me solve it quickly.Great experience"
"July 20, 2017",1,Shocking Custoner Service,"I have ordered bits and pieces for a suit well over a month ago and it cost almost £400 for everything I ordered, I returned what I didnt need withh all the correctly filled out paperwork and I was Given about £80 back so I emailed and they asked for bank statments which i Provided on about 8 differant occasions then i phoned them about 4 or 5 times aswell which was even less help, i was told to email back asos from the email they had sent me so i did and thinking i would get in touch with the same person waa obviosuly ridiculous cause everytime i sent an email and started a conversation with somebody i would get a reply for a totalky differant peraon every single time, I am currently owed by asos round about £300 and im taling them to court ive had enough of them constantly lying and cheating me out of money, this is the most shocking customer service I have ever had and will never order from this site again and wouldnt reccomend anyvody else ever do it either, it jas been an absolute joke."
"July 20, 2017",1,Worst shop ever,"I ordered a shirt and then it never came I checked the address and everything and then I get an email saying ""thanks for returning your items you'll be refunded"" and I'm not even getting a full refund and I never got my items and I'm trying to sort it and they are no help I'm disgusted I've lost money"
"July 18, 2017",1,Worst customer service ever,Worst customer service ever. I tried to contact them through social media and email and through the official chat. The lady in the chat pretended to be as helpful as possible and told me i would hear anything from financial department within 48 hours (because they still owe me a refund). And after more than 3 days i still have no response. On Facebook you will get awnsers from different people. There hasn't been a situation that one person will help me. it always takes 30 minutes to an hour untill they respond if you're lucky. Through E-mail i NEVER got an reply. Please do yourself a favor and NEVER order from this crappy store. I also read other comments from people that they never even received their packages..
"July 18, 2017",1,Worst and most unorganized customer …,Worst and most unorganized customer service ever.If you manage to get an order with no issues then asos is great but if you encounter any kind of problem good luck getting them to help at all!
"July 18, 2017",4,Could have been 5*,"Although stock levels could sometimes do with updating more frequently, I have never had a major issue with ASOS. There is always a range of products on sale, which is even better with my Unidays student discount when buying something on sale through ASOS with my 10% discount compared to purchasing the exact same item from the original company. The ClickCollect+ is just behind my home too, what could be better!!"
"July 18, 2017",5,Returned a swimming costume as size was …,Returned a swimming costume as size was not correct - posted on Thursday and refund processed by Tuesday ! Really impressed - new size ordered and has arrived already :). Super quick - asos never lets me down
"July 18, 2017",1,I ordered a dress for my baby shower …,"I ordered a dress for my baby shower choosing 4 day shipping. 15 days later..nothing. I first contacted customer service and they said it would be delivered the following Friday. A week later and nothing. Its now scheduled for the next Friday and when I tried to contact them about they pretty much said sorry but it should be delivered by ""X date"". I messaged them after demanding they over nighy it with no response. What a joke. NEVER ordering from them again."
"July 17, 2017",1,"ASOS Customer ""Care"" no longer existent","Sent an item back via Royal Mail 15 days ago, even though tracking says it has arrived and I have sent numerous messages with proof of postage etc - ASOS Customer Care still haven't issued my refund, because their apparently super busy and overworked! ASOS Customer Service had really deteriorated! Their staff send generic impersonal responses to messages/queries and you won't actually get any useful response from them. They also now have made it only possible to contact their Customer Service via one channel - Twitter! Therefore set up an account with Twitter prior to ordering anything from ASOS, as the likelihood is that at some point you will need to contact them. However don't expect a useful speedy response and they can't seem to cope with the number of messages they receive. Therefore it is easier for them to just copy and paste the same response to several people.It is such a shame that a brand that was so forward thinking and revolutionary in the online shopping experience 12 years got greedy and expanded too much and no longer have the manpower and resources to enable a smooth and outstanding shopping experience. ASOS - maybe step back re-evaluate how unhappy you are making your customers and go back to your original standards!"
"July 16, 2017",5,Super!,"Big selection, including make up which is really handy as not all of it is available in my country. Clothing quality is amazing for the price, nice and long in length too. At 5'8"" as a woman, lots of clothes come up short for me but Asos is great."
"July 16, 2017",1,Very frustrating experience,"I placed an order on Friday, paid a tenner for next day delivery to ensure delivery on Saturday, I have been constantly tracking this as I need the parcel this weekend, yet it still hasn't arrived. It is Sunday now and no explanation has been offered and I am being told to just wait until Monday to see if it arrives but if not I can contact ASOS again?! ASOS still cannot promise when this will arrive, they haven't advised why this has been delayed and they haven't offered even a refund on the next day delivery premium I paid. They have offered 10% off my next order provided it's full price items only and there is also a deadline of a month - clearly not something I'll be using given my current order isn't even here yet. A very frustrating experience - avoid!"
"July 16, 2017",1,Crap!,"I have been shopping online for over 3years and I must say for the first time my parcel went missing. Not blaming Asos for missing parcel but why do I have to be the victim of lost, inconvenience, waiting for over 2 weeks for investigation of delivery company when clearly it has been established that I haven't received my parcel. I should have been refunded or repost my order until investigation is completed. Customer service is absolutely useless , email responses are unhelpful so what's the point? I will not be ordering anything else from Asos and I shall spread the word far and wide definitely would not recommend anyone to shop with Asos, disgusting !!"
"July 15, 2017",1,The worst customer service I've experienced.,"I paid to sign-up the ASOS Premier service because I needed next day delivery and thought it would make sense as I was likely to make further orders.Although the guaranteed next day delivery date was provided, the morning of the guaranteed date I received an email saying the parcel was delayed.The customer service team simply don't care. Don't waste your time."
"July 15, 2017",1,ORDERED SHOES IN MARCH IT IS NOW JULY …,ORDERED SHOES IN MARCH IT IS NOW JULY STILL HAVE NOT RECEIVED THEM
"July 14, 2017",1,Poor service slow and inefficient response. Do not deliver to drop off points.,"Poor service slow and inefficient response. Do not deliver to drop off points. Not to worry.  I have ordered a better alternative from Amazon who not only answer emails in minutes, they deliver to either a free collect Locker you can collect from at any time or to any address you give them. I guess that is why they have become a world wide billion dollar company and you have not☺️"
"July 14, 2017",1,ASOS sent wrong item and doesn't even know it....,I ordered a Women's sneaker and they sent me the same item in the men's version instead. After sending NUMEROUS emails that this was sent in the men's size and not the women's the customer service still did not understand the issue!!! They kept saying if you don't like the item send it back for refund when clearly all I asked was for the women's size and version of the shoe to be sent!!! Because I actually did order the women's version of the shoe so why wasn't it sent properly to me?? Yet the staff still didn't understand and I am sitting here completely frustrated at how horrible this customer service is and probably won't ever receive my shoe. Best part is I can't even call them since I am in the US and their number won't work on my phone. I am very disappointed with the customer service to say the least
"July 14, 2017",1,Customer Services Suck,"I returned items for a refund and ASOS will not refund the postage.  Its not their ""Policy"". I have requested  at least 5 times by email that the matter to be brought to a managers attention.  I am still waiting.  I get replies from badly trained (if at all) customer service operatives.  Clearly, as a customer, ASOS don't think I am worth it. Spend your money with a company that cares just a fraction more than ASOS."
"July 13, 2017",4,Great delivery service but slow …,Great delivery service but slow refunds. Good company and great products.
"July 13, 2017",1,Only if we were able to give NO stars,"Only if we were able to give NO stars! I let one of my siblings charge my debit card to purchase clothes. She processed the order, confirmed it and everything then realized she didn't want the order so she canceled it (idiot). The payment was taken from my checkings, I've been waiting to receive a refund payment from ASOS, this is the 10th day, haven't received anything. I called my bank because they said my bank is withholding the money, not them. In my payment history, the ASOS purchase was no where to be found."
"July 13, 2017",1,Worst customer service ever,"Worst customer service ever. I ask for a return label and tell them repeatedly I cant print, they keep telling me the same information thats already on the website instead of just telling me they wont help me and that I have to figure out myself how to get it printed as they simply wont help me get it.... wow. other shops just include a freaking return label for free in the order and they force people to print it themselves and if they have no printer then the hassle is for them. such great service, wow. and especially love the way they treat you like a person of questionable intelligence. this surely puts me off to ever order there again. besides, I had to send back pretty much everything as the stuff just isnt as good as it seems.. I just hope Ill get my money back without too much trouble and having to get paypal on their back.... *sigh*Only good thing I experienced is that the website holds a good part of info to make it easy to order and also it arrived very fast... but its so dissapointing to be treated this way..."
"July 12, 2017",5,ASOS makes buying clothes so easy,"ASOS is so easy to order from! It's the only online clothing shop I feel confident using. Swift delivery, always on time. I always receive the correct items in great condition, and when I return items I receive the correct refunds. Everything is confirmed by email which helps to keep track. I haven't needed to contact customer service that often, but when I have they have been very helpfulThe A-list rewards are a great touch and make you feel like you are a valued customerKeep up the good work ASOS!"
"July 12, 2017",1,UNACCEPTABLE!!,"I sent back a dress 4 weeks ago, received an email stating I would be refunded within 10 working days and I still have not received anything!!I have tried to ring their Customer service 5 times for at least 5 minutes in time, no answer!!!UNACCEPTABLE!!!!!First time and last time with asos!"
"July 12, 2017",1,Horrible customer service! Sending wrong items and never replacing them!,"I looked at the Tommy Hilfiger sweatshirt in pink for a while and when it was on sale I rushed to order it.The package arrived with the wrong item looking like a T-shirt that had value of max 10 euro, while I paid 68 Euro.It took them ages to tell me that they haven't got my item and that I can return their T-Shirt to get my refund. They said it may take up to 21 + 3 days to get my money back!No item that I ordered, no compensation, no replacement and up to 1 month waiting for my money back!!!!After my complaint they gave me 20% discount on any full price item, at the time where 20% is off as a sale on most items.Feeling a special treatment hah!NEVER AGAIN!"
"July 12, 2017",1,I like the goods... but,"I like the goods.  i like the prices.  even like the people i have got though to on customer services.  there is just a few very very big problems1.  there social media is rubbish and once i had founf a number on google i was on call waiting system for so long it probably cost me more then the item cost.2.  the delivery company they use... DPD are the rudest bunch of workshy morons ever to decide to start a company.  they sell next day delivery but state when they phone up that they cannot guarantee it and never guarantee it,stop using DPD and id be happier even if the wait was longer.UPDATE... GAVE 2 STARS BUT DOWNGRADING TO ONEhaving tried to use their 'social media' method of communication and finding out they haven't done what they said they would do. and getting 3 messages in 50 mins all from different people.  i'm giving up on them and asking for account to be closed"
"July 11, 2017",1,Never Delivered Package,"Ordered something on April 30th, it said it would be delivered by May 11th. Well it was never delivered. I've contacted Asos several times and have talked to numerous customer service agents. They all say they want to help me but then they stop replying to my emails. All I want is a refund. I've now taken to twitter to see if that helps. I've had so many issues with Asos, that this will be the last time I order from them. It's pretty sad because they have nice clothing. I see on this site that other people are having the same issue as me -_-"
"July 11, 2017",1,Customer Service playing around with me...,"I bought 5 dresses - meant to use them for a wedding ceremoni - so many bad things happened:1) one dress were missing2) did almost not get the replacement on time3) ended up returning all items as it did not fit all of us4) only get refund for 4 dresses5) have a heck of a long correspondent with the customer service. After a while they agree that only four items have been processed, but now, as a new customer service girl (again) takes over, she states that all 5 are refunded. That's just not the case.6) seems like she also closed the file, I am not getting any further reply...Asos is truly a big mess when it comes to solving problems THEY happen to make."
"July 10, 2017",1,Absolutely awful,"A classic case of false advertising. I ordered a formal dress from this website, and I ordered it in three different sizes, as the sizing chart on Asos is unreliable. When it arrived I instantly noticed the feeling of cheap material, which I was willing to overlook if the dress fitted nicely. It was only when I put it on that I noticed how bad the seams of the dress were, as they were all fraying, and that they had all been somewhat crooked. The zippers on all three dresses were cheap and keep getting stuck on nothing.Overall, it was a complete waste of money, and I will be returning the dresses. I would not recommend this website to anyone."
"July 10, 2017",1,If I could give 0 stars,"If I could give 0 stars, ASOS had it.I ordered a product and paid. The product did not arrive so ASOS created a new order but then the item was out of stock. Now I can not get in touch with ASOS and they do not refund my money even though I'm writing through PayPal."
